time,temp,feels_like,pressure
2022-03-02 00:00:00,-0.410000000000025,-4.899999999999977,1021
2022-03-02 01:00:00,-0.410000000000025,-4.899999999999977,1021
2022-03-02 02:00:00,-0.410000000000025,-4.899999999999977,1021
2022-03-02 03:00:00,-0.410000000000025,-4.899999999999977,1021
2022-03-02 04:00:00,-0.410000000000025,-4.899999999999977,1021
2022-03-02 05:00:00,-0.410000000000025,-4.899999999999977,1021
2022-03-02 06:00:00,-0.410000000000025,-4.899999999999977,1021
2022-03-02 07:00:00,0.0199999999999818,-4.389999999999986,1021
2022-03-02 08:00:00,0.25,-3.95999999999998,1021
2022-03-02 09:00:00,0.6700000000000159,-3.490000000000009,1020
2022-03-02 10:00:00,1.25,-2.7799999999999727,1020
2022-03-02 11:00:00,1.5699999999999932,-2.4599999999999795,1020
2022-03-02 12:00:00,1.6000000000000227,-2.269999999999982,1019
2022-03-02 13:00:00,1.7200000000000273,-1.9399999999999975,1018
2022-03-02 14:00:00,1.3700000000000043,-2.319999999999993,1018
2022-03-02 15:00:00,0.1499999999999772,-3.910000000000025,1018
2022-03-02 16:00:00,-0.7900000000000205,-5.189999999999998,1017
2022-03-02 17:00:00,-0.6899999999999977,-5.470000000000027,1007
2022-03-02 18:00:00,-0.5699999999999932,-5.319999999999993,1008
2022-03-02 19:00:00,-0.8100000000000023,-5.6200000000000045,1005
2022-03-02 20:00:00,-1.3100000000000025,-5.509999999999991,1007
2022-03-02 21:00:00,-1.660000000000025,-5.939999999999998,1007
2022-03-02 22:00:00,-2.180000000000007,-5.6200000000000045,1006
2022-03-02 23:00:00,-2.420000000000016,-5.899999999999977,1006
2022-03-03 00:00:00,-2.7900000000000205,-6.45999999999998,1005
2022-03-03 01:00:00,-3.0299999999999727,-6.240000000000009,1005
2022-03-03 02:00:00,-3.319999999999993,-6.579999999999984,1005
2022-03-03 03:00:00,-3.680000000000007,-7.399999999999977,1013
2022-03-03 04:00:00,-3.300000000000012,-6.560000000000002,1005
2022-03-03 05:00:00,-2.9399999999999977,-7.079999999999984,1005
2022-03-03 06:00:00,-2.6200000000000045,-6.699999999999989,1006
2022-03-03 07:00:00,-1.6999999999999886,-5.990000000000009,1014
2022-03-03 08:00:00,-0.2799999999999727,-4.560000000000002,1006
2022-03-03 09:00:00,1.2200000000000273,-2.7799999999999727,1007
2022-03-03 10:00:00,2.1000000000000227,-2.2799999999999727,1007
2022-03-03 11:00:00,2.8999999999999773,-1.2699999999999818,1015
2022-03-03 12:00:00,3.70999999999998,-0.9300000000000068,1014
2022-03-03 13:00:00,3.829999999999984,-0.9599999999999796,1016
2022-03-03 14:00:00,3.519999999999982,-1.5500000000000114,1015
2022-03-03 15:00:00,2.829999999999984,-1.839999999999975,1015
2022-03-03 16:00:00,1.1100000000000136,-3.7799999999999727,1006
2022-03-03 17:00:00,0.4800000000000182,-3.6899999999999977,1009
2022-03-03 18:00:00,-0.4700000000000273,-5.189999999999998,1010
2022-03-03 19:00:00,-1.089999999999975,-5.970000000000027,1011
2022-03-03 20:00:00,-1.5500000000000114,-6.189999999999998,1012
2022-03-03 21:00:00,-2.1899999999999977,-6.980000000000018,1012
2022-03-03 22:00:00,-2.589999999999975,-7.470000000000027,1013
2022-03-03 23:00:00,-3.4499999999999886,-8.120000000000005,1013
2022-03-04 00:00:00,-4.160000000000025,-8.980000000000018,1013
2022-03-04 01:00:00,-4.800000000000011,-9.759999999999993,1013
2022-03-04 02:00:00,-5.160000000000025,-10.639999999999986,1014
2022-03-04 03:00:00,-5.569999999999993,-11.139999999999986,1014
2022-03-04 04:00:00,-6.189999999999998,-11.0,1014
2022-03-04 05:00:00,-6.829999999999984,-11.730000000000018,1015
2022-03-04 06:00:00,-6.75,-12.139999999999986,1015
2022-03-04 07:00:00,-5.20999999999998,-10.699999999999989,1016
2022-03-04 08:00:00,-3.629999999999996,-8.759999999999991,1016
2022-03-04 09:00:00,-2.4700000000000277,-6.480000000000018,1016
2022-03-04 10:00:00,-0.9499999999999886,-5.449999999999989,1017
2022-03-04 11:00:00,-0.410000000000025,-4.7900000000000205,1017
2022-03-04 12:00:00,0.3299999999999841,-4.199999999999989,1016
2022-03-04 13:00:00,1.1000000000000227,-3.240000000000009,1024
2022-03-04 14:00:00,1.2200000000000273,-2.430000000000007,1024
2022-03-04 15:00:00,0.9499999999999886,-2.3600000000000136,1024
2022-03-04 16:00:00,-2.670000000000016,-5.589999999999975,1006
2022-03-04 17:00:00,-4.339999999999975,-6.730000000000018,1005
2022-03-04 18:00:00,-4.670000000000016,-4.670000000000016,1025
2022-03-04 19:00:00,-5.529999999999973,-8.089999999999975,1026
2022-03-04 20:00:00,-6.319999999999993,-6.319999999999993,1026
2022-03-04 21:00:00,-6.5400000000000205,-9.240000000000007,1025
2022-03-04 22:00:00,-7.079999999999984,-9.449999999999989,1025
2022-03-04 23:00:00,-7.5,-9.930000000000009,1025
2022-03-05 00:00:00,-8.149999999999977,-12.839999999999977,1025
2022-03-05 01:00:00,-8.779999999999973,-11.370000000000005,1025
2022-03-05 02:00:00,-9.279999999999973,-11.939999999999998,1024
2022-03-05 03:00:00,-9.70999999999998,-12.430000000000009,1024
2022-03-05 04:00:00,-10.069999999999991,-14.509999999999993,1024
2022-03-05 05:00:00,-10.490000000000007,-10.490000000000007,1024
2022-03-05 06:00:00,-8.279999999999973,-8.279999999999973,1024
2022-03-05 07:00:00,-5.399999999999977,-5.399999999999977,1024
2022-03-05 08:00:00,-3.2799999999999727,-3.2799999999999727,1024
2022-03-05 09:00:00,-1.2300000000000182,-4.490000000000009,1023
2022-03-05 10:00:00,-0.4200000000000159,-4.430000000000007,1016
2022-03-05 11:00:00,1.0500000000000114,-2.240000000000009,1022
2022-03-05 12:00:00,1.4300000000000068,-2.740000000000009,1021
2022-03-05 13:00:00,1.5199999999999818,-3.269999999999982,1020
2022-03-05 14:00:00,1.3799999999999957,-3.4399999999999977,1020
2022-03-05 15:00:00,0.7699999999999818,-4.689999999999998,1019
2022-03-05 16:00:00,-0.5699999999999932,-5.6200000000000045,1018
2022-03-05 17:00:00,-1.3899999999999864,-6.339999999999975,1017
2022-03-05 18:00:00,-1.8100000000000025,-6.509999999999991,1017
2022-03-05 19:00:00,-2.6399999999999864,-7.889999999999986,1008
2022-03-05 20:00:00,-2.7099999999999795,-8.300000000000011,1016
2022-03-05 21:00:00,-2.8600000000000136,-6.5400000000000205,1015
2022-03-05 22:00:00,-3.3500000000000227,-7.0,1014
2022-03-05 23:00:00,-3.75,-8.019999999999982,1014
2022-03-06 00:00:00,-3.9499999999999886,-8.730000000000018,1013
2022-03-06 01:00:00,-4.180000000000007,-7.990000000000009,1004
2022-03-06 02:00:00,-4.379999999999996,-10.399999999999975,1004
2022-03-06 03:00:00,-4.360000000000014,-9.649999999999975,1004
2022-03-06 04:00:00,-4.129999999999996,-9.370000000000005,1004
2022-03-06 05:00:00,-3.579999999999984,-9.060000000000002,1003
2022-03-06 06:00:00,-3.6000000000000227,-9.089999999999977,1003
2022-03-06 07:00:00,-3.069999999999993,-8.069999999999993,1001
2022-03-06 08:00:00,-0.8100000000000023,-5.279999999999973,1003
2022-03-06 09:00:00,0.4700000000000273,-3.339999999999975,1003
2022-03-06 10:00:00,1.4399999999999975,-3.3700000000000045,1003
2022-03-06 11:00:00,2.2099999999999795,-1.8600000000000136,1003
2022-03-06 12:00:00,3.050000000000012,-1.329999999999984,1002
2022-03-06 13:00:00,3.3799999999999955,-0.920000000000016,1010
2022-03-06 14:00:00,3.319999999999993,-1.2200000000000273,1010
2022-03-06 15:00:00,2.9399999999999977,-1.6999999999999886,1010
2022-03-06 16:00:00,1.9300000000000068,-3.2099999999999795,1009
2022-03-06 17:00:00,1.0699999999999932,-3.569999999999993,1009
2022-03-06 18:00:00,0.4800000000000182,-2.930000000000007,1009
2022-03-06 19:00:00,0.0400000000000204,-2.980000000000018,1008
2022-03-06 20:00:00,0.1899999999999977,-4.3700000000000045,1008
2022-03-06 21:00:00,-0.0500000000000113,-4.670000000000016,1008
2022-03-06 22:00:00,-0.5099999999999909,-5.240000000000009,1008
2022-03-06 23:00:00,-0.7599999999999909,-5.220000000000027,1009
2022-03-07 00:00:00,-0.3500000000000227,-4.339999999999975,1009
2022-03-07 01:00:00,-0.3899999999999863,-4.769999999999982,1010
2022-03-07 02:00:00,-0.4599999999999795,-4.850000000000023,1011
2022-03-07 03:00:00,-0.3600000000000136,-4.730000000000018,1012
2022-03-07 04:00:00,-0.5099999999999909,-4.910000000000025,1013
2022-03-07 05:00:00,-0.5500000000000114,-4.589999999999975,1014
2022-03-07 06:00:00,-0.4700000000000273,-4.069999999999993,1014
2022-03-07 07:00:00,-0.2699999999999818,-5.25,1015
2022-03-07 08:00:00,-0.079999999999984,-4.70999999999998,1016
2022-03-07 09:00:00,0.3999999999999772,-4.680000000000007,1016
2022-03-07 10:00:00,0.6999999999999886,-3.420000000000016,1017
2022-03-07 11:00:00,0.5199999999999818,-3.2799999999999727,1017
2022-03-07 12:00:00,0.6499999999999773,-3.8000000000000114,1018
2022-03-07 13:00:00,0.5199999999999818,-3.6399999999999855,1017
2022-03-07 14:00:00,0.1899999999999977,-3.680000000000007,1018
2022-03-07 15:00:00,-0.410000000000025,-4.7900000000000205,1018
2022-03-07 16:00:00,-1.1899999999999975,-4.939999999999998,1019
2022-03-07 17:00:00,-1.7900000000000205,-6.100000000000023,1020
2022-03-07 18:00:00,-2.6100000000000136,-7.5,1020
2022-03-07 19:00:00,-3.009999999999991,-6.600000000000023,1020
2022-03-07 20:00:00,-3.329999999999984,-6.980000000000018,1021
2022-03-07 21:00:00,-3.410000000000025,-7.649999999999977,1021
2022-03-07 22:00:00,-3.5299999999999727,-8.199999999999989,1021
2022-03-07 23:00:00,-3.569999999999993,-7.389999999999986,1020
2022-03-08 00:00:00,-3.6100000000000136,-7.889999999999986,1020
2022-03-08 01:00:00,-3.319999999999993,-8.740000000000009,1020
2022-03-08 02:00:00,-3.550000000000012,-9.360000000000014,1020
2022-03-08 03:00:00,-3.910000000000025,-9.810000000000002,1020
2022-03-08 04:00:00,-3.9399999999999977,-9.850000000000025,1020
2022-03-08 05:00:00,-3.9399999999999977,-10.160000000000023,1019
2022-03-08 06:00:00,-3.8100000000000014,-10.0,1018
2022-03-08 07:00:00,-3.3100000000000023,-9.370000000000005,1018
2022-03-08 08:00:00,-2.7200000000000277,-8.620000000000005,1018
2022-03-08 09:00:00,-2.339999999999975,-8.420000000000016,1018
2022-03-08 10:00:00,-2.1399999999999864,-7.889999999999986,1018
2022-03-08 11:00:00,-2.079999999999984,-7.509999999999991,1018
2022-03-08 12:00:00,-1.6800000000000068,-7.579999999999984,1017
2022-03-08 13:00:00,-1.8500000000000227,-7.519999999999982,1017
2022-03-08 14:00:00,-1.990000000000009,-6.660000000000025,1018
2022-03-08 15:00:00,-2.050000000000012,-6.810000000000002,1018
2022-03-08 16:00:00,-2.3899999999999864,-6.829999999999984,1018
2022-03-08 17:00:00,-2.6000000000000227,-6.680000000000007,1019
2022-03-08 18:00:00,-2.6399999999999864,-6.689999999999998,1019
2022-03-08 19:00:00,-2.8899999999999864,-6.990000000000009,1020
2022-03-08 20:00:00,-2.819999999999993,-6.379999999999996,1020
2022-03-08 21:00:00,-3.069999999999993,-6.2900000000000205,1021
2022-03-08 22:00:00,-3.230000000000018,-6.860000000000014,1021
2022-03-08 23:00:00,-3.410000000000025,-7.610000000000014,1022
2022-03-09 00:00:00,-3.480000000000018,-8.160000000000025,1022
2022-03-09 01:00:00,-3.579999999999984,-8.689999999999998,1023
2022-03-09 02:00:00,-3.8000000000000114,-8.079999999999984,1024
2022-03-09 03:00:00,-3.819999999999993,-8.569999999999993,1024
2022-03-09 04:00:00,-3.670000000000016,-8.389999999999986,1025
2022-03-09 05:00:00,-3.730000000000018,-8.45999999999998,1027
2022-03-09 06:00:00,-3.990000000000009,-9.569999999999993,1028
2022-03-09 07:00:00,-3.839999999999975,-9.009999999999991,1028
2022-03-09 08:00:00,-3.6100000000000136,-8.990000000000009,1029
2022-03-09 09:00:00,-3.2799999999999727,-8.879999999999995,1030
2022-03-09 10:00:00,-2.829999999999984,-8.319999999999993,1022
2022-03-09 11:00:00,-2.3799999999999955,-8.189999999999998,1022
2022-03-09 12:00:00,-2.410000000000025,-8.550000000000011,1023
2022-03-09 13:00:00,-2.160000000000025,-7.189999999999998,1024
2022-03-09 14:00:00,-2.329999999999984,-7.689999999999998,1024
2022-03-09 00:00:00,-3.480000000000018,-8.160000000000025,1022
2022-03-09 01:00:00,-3.579999999999984,-8.689999999999998,1023
2022-03-09 02:00:00,-3.8000000000000114,-8.079999999999984,1024
2022-03-09 03:00:00,-3.819999999999993,-8.569999999999993,1024
2022-03-09 04:00:00,-3.670000000000016,-8.389999999999986,1025
2022-03-09 05:00:00,-3.730000000000018,-8.45999999999998,1027
2022-03-09 06:00:00,-3.990000000000009,-9.569999999999993,1028
2022-03-09 07:00:00,-3.839999999999975,-9.009999999999991,1028
2022-03-09 08:00:00,-3.6100000000000136,-8.990000000000009,1029
2022-03-09 09:00:00,-3.2799999999999727,-8.879999999999995,1030
2022-03-09 10:00:00,-2.829999999999984,-8.319999999999993,1022
2022-03-09 11:00:00,-2.3799999999999955,-8.189999999999998,1022
2022-03-09 12:00:00,-2.410000000000025,-8.550000000000011,1023
2022-03-09 13:00:00,-2.160000000000025,-7.189999999999998,1024
2022-03-09 14:00:00,-2.329999999999984,-7.689999999999998,1024
2022-03-09 15:00:00,-2.930000000000007,-7.819999999999993,1024
2022-03-09 16:00:00,-3.5600000000000023,-8.25,1034
2022-03-09 17:00:00,-4.7900000000000205,-8.310000000000002,1034
2022-03-09 18:00:00,-6.170000000000016,-9.670000000000016,1035
2022-03-09 19:00:00,-6.740000000000009,-10.600000000000023,1035
2022-03-09 20:00:00,-6.660000000000025,-10.25,1035
2022-03-09 21:00:00,-6.850000000000023,-10.470000000000027,1035
2022-03-09 22:00:00,-7.2900000000000205,-7.2900000000000205,1035
2022-03-09 23:00:00,-7.860000000000014,-10.75,1036
2022-03-10 00:00:00,-7.3799999999999955,-11.089999999999975,1036
2022-03-10 01:00:00,-7.410000000000025,-10.689999999999998,1036
2022-03-10 02:00:00,-7.430000000000007,-7.430000000000007,1037
2022-03-10 03:00:00,-7.9599999999999795,-10.860000000000014,1037
2022-03-10 04:00:00,-5.720000000000027,-11.329999999999984,1036
2022-03-10 05:00:00,-5.389999999999986,-11.310000000000002,1037
2022-03-10 06:00:00,-4.329999999999984,-9.990000000000009,1037
2022-03-10 07:00:00,-3.509999999999991,-9.310000000000002,1036
2022-03-10 08:00:00,-2.5299999999999727,-8.079999999999984,1028
2022-03-10 09:00:00,-0.5699999999999932,-5.6200000000000045,1036
2022-03-10 10:00:00,0.19999999999998863,-5.180000000000007,1036
2022-03-10 11:00:00,0.4399999999999977,-4.8799999999999955,1028
2022-03-10 12:00:00,0.5400000000000205,-5.199999999999989,1027
2022-03-10 13:00:00,0.39999999999997726,-4.410000000000025,1027
2022-03-10 14:00:00,0.2400000000000091,-5.1299999999999955,1026
2022-03-10 15:00:00,-0.17000000000001592,-5.399999999999977,1026
2022-03-10 16:00:00,-0.5099999999999909,-6.089999999999975,1026
2022-03-10 17:00:00,-0.7200000000000273,-6.100000000000023,1034
2022-03-10 18:00:00,-0.7200000000000273,-6.350000000000023,1025
2022-03-10 19:00:00,-0.7099999999999795,-5.800000000000011,1025
2022-03-10 20:00:00,-0.5699999999999932,-6.160000000000025,1024
2022-03-10 21:00:00,-0.6100000000000136,-6.2099999999999795,1024
2022-03-10 22:00:00,-0.410000000000025,-6.199999999999989,1024
2022-03-10 23:00:00,-0.2699999999999818,-5.529999999999973,1023
2022-03-10 00:00:00,-7.3799999999999955,-11.089999999999975,1036
2022-03-10 01:00:00,-7.410000000000025,-10.689999999999998,1036
2022-03-10 02:00:00,-7.430000000000007,-7.430000000000007,1037
2022-03-10 03:00:00,-7.9599999999999795,-10.860000000000014,1037
2022-03-10 04:00:00,-5.720000000000027,-11.329999999999984,1036
2022-03-10 05:00:00,-5.389999999999986,-11.310000000000002,1037
2022-03-10 06:00:00,-4.329999999999984,-9.990000000000009,1037
2022-03-10 07:00:00,-3.509999999999991,-9.310000000000002,1036
2022-03-10 08:00:00,-2.5299999999999727,-8.079999999999984,1028
2022-03-10 09:00:00,-0.5699999999999932,-5.6200000000000045,1036
2022-03-10 10:00:00,0.19999999999998863,-5.180000000000007,1036
2022-03-10 11:00:00,0.4399999999999977,-4.8799999999999955,1028
2022-03-10 12:00:00,0.5400000000000205,-5.199999999999989,1027
2022-03-10 13:00:00,0.39999999999997726,-4.410000000000025,1027
2022-03-10 14:00:00,0.2400000000000091,-5.1299999999999955,1026
2022-03-10 15:00:00,-0.17000000000001592,-5.399999999999977,1026
2022-03-10 16:00:00,-0.5099999999999909,-6.089999999999975,1026
2022-03-10 17:00:00,-0.7200000000000273,-6.100000000000023,1034
2022-03-10 18:00:00,-0.7200000000000273,-6.350000000000023,1025
2022-03-10 19:00:00,-0.7099999999999795,-5.800000000000011,1025
2022-03-10 20:00:00,-0.5699999999999932,-6.160000000000025,1024
2022-03-10 21:00:00,-0.6100000000000136,-6.2099999999999795,1024
2022-03-10 22:00:00,-0.410000000000025,-6.199999999999989,1024
2022-03-10 23:00:00,-0.2699999999999818,-5.529999999999973,1023
2022-03-11 00:00:00,-0.18999999999999773,-5.680000000000007,1022
2022-03-11 01:00:00,-0.01999999999998181,-4.930000000000007,1022
2022-03-11 02:00:00,0.13999999999998636,-4.730000000000018,1030
2022-03-11 03:00:00,0.160000000000025,-4.410000000000025,1029
2022-03-11 04:00:00,-0.2699999999999818,-4.6200000000000045,1021
2022-03-11 05:00:00,-0.37999999999999545,-5.079999999999984,1029
2022-03-11 06:00:00,-0.160000000000025,-4.480000000000018,1020
2022-03-11 07:00:00,0.5799999999999841,-3.8899999999999864,1020
2022-03-11 08:00:00,1.259999999999991,-3.329999999999984,1020
2022-03-11 09:00:00,2.2099999999999795,-2.1399999999999864,1020
2022-03-11 10:00:00,2.9399999999999977,-1.6999999999999886,1019
2022-03-11 11:00:00,3.4399999999999977,-0.05000000000001137,1019
2022-03-11 12:00:00,3.569999999999993,-0.4300000000000068,1019
2022-03-11 13:00:00,3.519999999999982,-0.7400000000000091,1018
2022-03-11 14:00:00,2.4399999999999977,-2.329999999999984,1017
2022-03-11 15:00:00,2.1000000000000227,-2.0,1019
2022-03-11 16:00:00,1.1899999999999977,-3.420000000000016,1019
2022-03-11 17:00:00,0.7799999999999727,-2.9700000000000273,1019
2022-03-11 18:00:00,0.22000000000002728,-3.6499999999999773,1019
2022-03-11 19:00:00,-0.13999999999998636,-3.1899999999999977,1018
2022-03-11 20:00:00,-0.5099999999999909,-3.069999999999993,1019
2022-03-11 21:00:00,-0.8000000000000114,-4.470000000000027,1018
2022-03-11 22:00:00,-1.1399999999999864,-4.8799999999999955,1018
2022-03-11 23:00:00,-1.5500000000000114,-4.8700000000000045,1013
2022-03-12 00:00:00,-1.579999999999984,-3.569999999999993,1016
2022-03-12 01:00:00,-1.8999999999999773,-1.8999999999999773,1018
2022-03-12 02:00:00,-2.2200000000000273,-5.060000000000002,1018
2022-03-12 03:00:00,-2.769999999999982,-5.699999999999989,1018
2022-03-12 04:00:00,-3.1299999999999955,-5.740000000000009,1018
2022-03-12 05:00:00,-3.5299999999999727,-6.2099999999999795,1018
2022-03-12 06:00:00,-2.7799999999999727,-5.339999999999975,1018
2022-03-12 07:00:00,-0.660000000000025,-2.519999999999982,1019
2022-03-12 08:00:00,1.509999999999991,1.509999999999991,1017
2022-03-12 09:00:00,3.5400000000000205,2.2799999999999727,1018
2022-03-12 10:00:00,3.6999999999999886,3.6999999999999886,1019
2022-03-12 11:00:00,4.6200000000000045,3.2099999999999795,1026
2022-03-12 12:00:00,5.319999999999993,5.319999999999993,1026
2022-03-12 13:00:00,5.329999999999984,5.329999999999984,1026
2022-03-12 14:00:00,4.819999999999993,4.819999999999993,1018
2022-03-12 15:00:00,3.2900000000000205,3.2900000000000205,1025
2022-03-12 16:00:00,2.490000000000009,-0.5099999999999909,1014
2022-03-12 17:00:00,0.9499999999999886,-0.6800000000000068,1007
2022-03-12 18:00:00,-0.3100000000000023,-2.1200000000000045,1016
2022-03-12 19:00:00,-1.1000000000000227,-1.1000000000000227,1016
2022-03-12 20:00:00,-1.829999999999984,-1.829999999999984,1016
2022-03-12 21:00:00,-2.7200000000000273,-2.7200000000000273,1016
2022-03-12 22:00:00,-3.1100000000000136,-3.1100000000000136,1016
2022-03-12 23:00:00,-3.759999999999991,-3.759999999999991,1016
2022-03-13 00:00:00,-4.110000000000014,-4.110000000000014,1016
2022-03-13 01:00:00,-4.579999999999984,-4.579999999999984,1016
2022-03-13 02:00:00,-4.850000000000023,-6.930000000000007,1018
2022-03-13 03:00:00,-4.800000000000011,-4.800000000000011,1018
2022-03-13 04:00:00,-5.0400000000000205,-5.0400000000000205,1018
2022-03-13 05:00:00,-5.360000000000014,-5.360000000000014,1018
2022-03-13 06:00:00,-5.319999999999993,-5.319999999999993,1016
2022-03-13 07:00:00,-1.8500000000000227,-1.8500000000000227,1016
2022-03-13 08:00:00,-1.009999999999991,-1.009999999999991,1026
2022-03-13 09:00:00,1.0699999999999932,-0.2300000000000182,1026
2022-03-13 10:00:00,2.9700000000000273,1.3000000000000114,1027
2022-03-13 11:00:00,4.269999999999982,2.509999999999991,1026
2022-03-13 12:00:00,4.949999999999989,3.8899999999999864,1026
2022-03-13 13:00:00,5.050000000000011,2.569999999999993,1026
2022-03-13 14:00:00,4.75,2.2099999999999795,1026
2022-03-13 15:00:00,7.779999999999973,5.860000000000014,1027
2022-03-13 16:00:00,3.7799999999999727,1.0400000000000205,1007
2022-03-13 17:00:00,-0.01999999999998181,-2.8500000000000227,991
2022-03-13 18:00:00,-0.8100000000000023,-3.9700000000000273,991
2022-03-13 19:00:00,-1.7200000000000273,-5.079999999999984,1009
2022-03-13 20:00:00,-1.9800000000000182,-5.889999999999986,1015
2022-03-13 21:00:00,-2.6399999999999864,-7.5400000000000205,1008
2022-03-13 22:00:00,-3.1100000000000136,-8.110000000000014,1015
2022-03-13 23:00:00,-3.6299999999999955,-7.8799999999999955,1016
2022-03-14 00:00:00,-3.25,-7.8799999999999955,1029
2022-03-14 01:00:00,-4.029999999999973,-6.3700000000000045,1029
2022-03-14 02:00:00,-4.7900000000000205,-7.240000000000009,1029
2022-03-14 03:00:00,-5.670000000000016,-8.25,1029
2022-03-14 04:00:00,-6.319999999999993,-8.990000000000009,1030
2022-03-14 05:00:00,-6.189999999999998,-10.379999999999995,1030
2022-03-14 06:00:00,-4.6200000000000045,-7.860000000000014,1030
2022-03-14 07:00:00,-0.4399999999999977,-0.4399999999999977,1028
2022-03-14 08:00:00,1.1800000000000068,-0.7599999999999909,1017
2022-03-14 09:00:00,4.180000000000007,3.009999999999991,1019
2022-03-14 10:00:00,5.2900000000000205,3.6999999999999886,1030
2022-03-14 11:00:00,6.5,4.689999999999998,1030
2022-03-14 12:00:00,7.350000000000023,6.110000000000014,1030
2022-03-14 13:00:00,9.600000000000023,8.050000000000011,1030
2022-03-14 14:00:00,9.800000000000011,7.389999999999986,1030
2022-03-14 15:00:00,9.800000000000011,7.310000000000002,1030
2022-03-14 16:00:00,3.839999999999975,2.009999999999991,1010
2022-03-14 17:00:00,-1.079999999999984,-4.579999999999984,994
2022-03-14 18:00:00,-1.660000000000025,-5.0,1010
2022-03-14 19:00:00,-2.1399999999999864,-5.569999999999993,1010
2022-03-14 20:00:00,-2.8999999999999773,-6.470000000000027,1010
2022-03-14 21:00:00,-3.7200000000000273,-3.7200000000000273,1011
2022-03-14 22:00:00,-4.939999999999998,-4.939999999999998,1011
2022-03-14 23:00:00,-5.420000000000016,-8.800000000000011,1018
2022-03-15 00:00:00,-5.220000000000027,-5.220000000000027,1031
2022-03-15 01:00:00,-6.220000000000027,-6.220000000000027,1031
2022-03-15 02:00:00,-7.0,-7.0,1031
2022-03-15 03:00:00,-7.5400000000000205,-7.5400000000000205,1030
2022-03-15 04:00:00,-7.220000000000027,-7.220000000000027,1029
2022-03-15 05:00:00,-7.110000000000014,-7.110000000000014,1029
2022-03-15 06:00:00,-3.839999999999975,-6.160000000000025,1029
2022-03-15 07:00:00,-0.9900000000000091,-2.8999999999999773,1029
2022-03-15 08:00:00,0.6499999999999773,0.6499999999999773,1020
2022-03-15 09:00:00,3.0500000000000114,3.0500000000000114,1020
2022-03-15 10:00:00,4.810000000000002,4.810000000000002,1022
2022-03-15 11:00:00,5.100000000000023,4.329999999999984,1022
2022-03-15 12:00:00,5.0,3.1899999999999977,1020
2022-03-15 13:00:00,5.2900000000000205,4.5400000000000205,1020
2022-03-15 14:00:00,5.009999999999991,3.9599999999999795,1019
2022-03-15 15:00:00,4.399999999999977,2.670000000000016,1019
2022-03-15 16:00:00,1.9499999999999886,-0.18999999999999773,1016
2022-03-15 17:00:00,0.2300000000000182,-1.509999999999991,1016
2022-03-15 18:00:00,-0.7900000000000205,-0.7900000000000205,1019
2022-03-15 19:00:00,-1.829999999999984,-1.829999999999984,1019
2022-03-15 20:00:00,-2.4599999999999795,-2.4599999999999795,1019
2022-03-15 21:00:00,-2.980000000000018,-5.170000000000016,1028
2022-03-15 22:00:00,-3.3999999999999773,-5.649999999999977,1028
2022-03-15 23:00:00,-3.9700000000000273,-6.300000000000011,1029
